name,chi2,chi2_reduced,n_points,max_radius_kpc,max_velocity,rms_residual,max_residual,ML_disk,ML_bulge,gas_factor,h_scale,has_bulge,v_model,v_newton,success
NGC3198,1359.1222809047713,31.607494904762124,43,44.08,157.0,18.63229567600747,35.02442772369804,0.4272907153578724,0.7,1.373029662176548,309.2660821719644,False,"[59.42442772369804, 61.40537354913396, 72.3555533088479, 78.01490006205218, 81.92787304626678, 85.11265788363916, 88.07029255171996, 90.94420910729717, 93.6561476148849, 96.61057585355847, 99.83421703424268, 102.7250324074893, 105.3991357817277, 107.84111256621203, 109.96693661635156, 111.95946069928553, 113.66553927783315, 115.26825383527323, 116.71732894305882, 118.0383139567765, 119.0881234056231, 119.99745917721576, 122.4073495668703, 124.61583315349283, 126.67377187808387, 128.53630195381464, 130.12858126108793, 132.32967412487375, 133.57127423189846, 134.36402703488687, 134.85277950532276, 135.10398414583344, 135.13670379897954, 135.03740169609193, 134.8605984500759, 134.64541349269024, 134.37811129988168, 134.10577541635578, 133.7976183294339, 133.47552788165154, 133.17013345261688, 132.8348111316578, 132.52314026158695]","[60.06804732282233, 62.413747683241404, 73.50713541260325, 79.05929440804644, 82.59511665700627, 85.20864007531682, 87.49585088096781, 89.5268411132157, 91.3564748876869, 93.49742898049249, 95.9754010533007, 98.15577864432443, 100.00891522164092, 101.49732607516364, 102.60679863492186, 103.46814410394272, 104.03597103373984, 104.38498778616561, 104.49835565007717, 104.34217266387445, 103.88602512187407, 103.1288538764659, 100.27466528340413, 97.26299600559187, 94.4635245086348, 91.83815131070419, 89.20926758031398, 83.87543141689521, 78.64463939273105, 73.96806867982808, 70.18789427513828, 66.53106376041393, 63.478746697285196, 60.49800344357874, 57.84298142531258, 55.60529356360078, 53.42382761265395, 51.568029145584035, 49.742806484018786, 48.05843424841331, 46.62039974090355, 45.17402062848834, 43.931334448870984]",True
NGC0891,142.6020875373588,7.922338196519934,18,17.11,234.0,18.174213430771037,42.43142774641731,0.3,0.3,1.25,600.0,True,"[191.5685722535827, 223.5595308903615, 241.42112877050565, 241.6890227282104, 238.27420961427745, 235.2329144500856, 232.64011362130114, 230.696838423677, 229.1677193748399, 227.8266630704219, 227.07953485500286, 226.80191806217317, 226.89191986467083, 227.41124668873428, 228.22714524289577, 229.26932432460313, 230.5460429191118, 231.82174215516622]","[191.8528662345299, 224.4986648496226, 242.76386833922908, 243.61956036496784, 240.82850795049907, 238.3348803446118, 236.15403501781338, 234.44237936671655, 232.93896334094046, 231.3955131840894, 230.2339166766067, 229.31734682377768, 228.5672357557938, 228.0824148648902, 227.74659993261042, 227.5242471091782, 227.4230703044796, 227.39207757939158]",True
NGC0100,355.29874749770244,16.91898797608107,21,9.62,91.2,8.987325201776011,16.960584239974537,0.5217922726724529,0.7,1.3322302133175177,293.33032679041963,False,"[22.59767930215947, 36.96058423997454, 47.286950332906045, 54.00857950050401, 59.22482189109929, 63.364953361996236, 66.70190572051217, 69.33806938022722, 71.39124844718675, 72.97056110046148, 74.25360443495812, 75.28533210882811, 76.10587631733456, 76.7558064548688, 77.80419054687181, 78.07289304761089, 78.36031641243761, 78.59085437587592, 78.76868362856179, 78.90627019913028, 78.98125536714336]","[20.18336296663676, 31.290456350946858, 39.65354336509301, 43.84628208479851, 46.111868049329686, 47.27965387682593, 47.689455911282934, 47.545962000326696, 46.82314152126509, 45.78404024288296, 44.72712163027744, 43.61010479542865, 42.417469466810914, 41.23538458897715, 38.857891986000666, 38.05130205301638, 37.06985587295954, 36.13708470427634, 35.24600662062528, 34.41948027902727, 33.95044009484034]",True
NGC4217,9302.814398933506,489.6218104701845,19,16.72,191.0,86.27460843337309,129.03436445276157,0.3,0.3,1.25,364.83479373157024,True,"[176.83436445276155, 195.5803142726068, 234.97113705674033, 247.32118367883393, 249.8930833814479, 251.54994485947913, 253.60319197629502, 255.84432061290374, 258.0298213720205, 260.0133785304915, 261.95126524047663, 263.9647623915507, 266.0818343897343, 268.1458273873741, 270.45018801943064, 272.48618760082377, 274.7677545626372, 277.0656595045224, 279.35105887237364]","[177.1493781828197, 196.37572116221062, 235.98722921668394, 248.75804334404458, 251.8351630715853, 253.9921636064624, 256.50274380248675, 259.148130702613, 261.68027398448845, 263.94853839620794, 266.10599274047325, 268.2678671382845, 270.4677567125251, 272.5501922842501, 274.8087929928491, 276.74929799048755, 278.86522848390774, 280.93604221595814, 282.9376575708483]",True
UGC09992,7.177071518272642,1.4354143036545284,5,3.89,34.3,2.396175539191174,3.620609157766218,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[27.30741616669579, 30.861888067171268, 34.78415484921905, 36.8053099235306, 37.920609157766215]","[14.666756040209867, 12.880471018516937, 13.226741270450015, 12.760937582049884, 12.091181106618853]",True
UGC06786,299.631126310868,6.658469473574844,45,34.05,229.0,15.959259521857975,55.44596062356379,0.41734194488998577,0.3,1.25,564.1357655331531,True,"[138.40843567689672, 146.32151214800194, 173.45695793993443, 184.09233180628522, 197.2813895961466, 198.29749659118997, 199.15359496723403, 208.26962872782175, 208.99258647553583, 209.68586052300387, 210.44218927020327, 210.62335287608192, 211.1721299797044, 211.91527888241623, 212.70020757259553, 213.35172377966958, 213.9629511355512, 214.47505153945653, 214.9186900415597, 215.24694118603526, 215.50958825083356, 215.69862926362927, 215.8531480359605, 215.9789399327728, 216.18393468424298, 216.24595902971834, 216.2878901239554, 216.30067770985409, 216.2978604549718, 216.13994390083937, 217.07738130164876, 218.54501615042312, 218.69015901190622, 219.00349598929904, 219.65272146784878, 223.28300033444515, 227.56102549481167, 232.24454877216348, 236.91734270887028, 241.96478817470498, 247.03259496910331, 252.06804110140573, 257.0407497368237, 261.926371152954, 266.4459606235638]","[138.43568381804627, 146.4069069870136, 173.57545276094496, 184.26165753651162, 197.76280839134307, 198.87583024951715, 199.83376990747192, 210.3813412297521, 211.21033649674243, 212.00049498625023, 212.85643366992426, 213.06052022644016, 213.67689833335794, 214.50743264216152, 215.3819637964173, 216.11017232760295, 216.8011254323746, 217.39072423117858, 217.91385325052102, 218.3138489382548, 218.6489894567072, 218.90219961894041, 219.11650256125588, 219.29408277275363, 219.59763151091025, 219.6993477371284, 219.77729036820617, 219.83598693351297, 219.83675061070272, 219.5915961690485, 219.44229661577714, 219.73882186214408, 219.77267419301182, 219.84671023955232, 220.0029041021755, 220.8853482845404, 221.9323615433973, 223.08312721893182, 224.24867798718566, 225.52253911647213, 226.78368408215832, 228.0174906006557, 229.22070882560948, 230.38328300236674, 231.438104045045]",True
UGC06917,61.70386255879724,5.609442050799749,11,10.47,111.0,6.466201370917938,9.107246973026292,1.0,0.7,1.3682222222222196,100.0,False,"[65.34963489652455, 65.45516314149775, 77.13184813739673, 84.39275302697371, 89.59836958719396, 93.59221311274038, 96.7785278431285, 99.21064462569792, 101.16606978964367, 102.75922756410746, 103.99476987893638]","[60.55782745278588, 49.653494767775754, 59.80975500862268, 63.727197998633656, 65.00720387873521, 65.01106894561038, 64.36412332390537, 63.12830270661325, 61.6966973077409, 60.15124352119566, 58.546647411774266]",True
ESO563-G021,5942.649805798395,198.0883268599465,30,42.41,321.0,105.11334953305672,130.42796124637908,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[83.17583219607965, 105.63015297148057, 121.73691711082783, 130.64357690579283, 138.60783635690922, 146.5014063253102, 153.62167314629374, 159.52066450981505, 164.15353512643316, 168.12212612483958, 174.72011987483378, 179.57203875362092, 182.33566037723216, 185.55065058571444, 188.22595044310114, 190.59017428830595, 192.85560220805976, 194.93331682175133, 196.76206210127668, 198.10389809754582, 199.07513878042047, 199.8568345199458, 200.39990775457247, 200.76173446255402, 201.02559218094228, 201.20285430687278, 201.30672127101397, 201.3532915737722, 201.34812334482174, 201.30533744114751]","[83.75903512744695, 107.14715822118417, 123.7222185961168, 132.72692657005, 140.49208446578916, 148.04128969158182, 154.67824178697413, 159.8693411461808, 163.53289673432081, 166.30315903853688, 169.92076734046242, 170.54787179148383, 169.38924367538954, 167.15846375817523, 164.23284295986176, 160.38001715679155, 156.45093113382956, 152.91428835146937, 148.87985192480576, 144.49223074543667, 140.2359126753929, 135.8311977733063, 131.55630681006068, 127.65615617224564, 123.79605634377042, 120.15995817146965, 116.93133096494356, 113.75021292103474, 110.76442896473102, 108.08709571834439]",True
NGC4100,257.31649254524416,10.721520522718507,24,22.76,195.0,15.701542287813988,34.75893647859846,1.0,0.7,1.3682222222222196,100.0,False,"[147.90618648981425, 113.24106352140154, 146.25596444727563, 167.36690491623776, 179.86363114253064, 184.1785892723932, 182.70615237090558, 179.3019565913924, 175.82630157859234, 173.0047038781464, 171.1661812739135, 170.2142623532657, 169.66390331657294, 169.4277200900933, 169.39575190797746, 169.51552902679603, 169.76041869148457, 170.03188574130422, 170.36466301905878, 170.6373457427048, 170.92487801069035, 171.19117030257416, 171.43273627999963, 171.61579273772728]","[150.0190978730753, 113.13525755813843, 148.32302601764218, 169.9930426610631, 182.66366539655218, 186.74974338733492, 184.37915804976976, 179.2332650357244, 173.1017934162539, 166.85636790667775, 161.04364633269194, 156.03753276682536, 150.78471533578204, 146.29466421953668, 141.52472506344577, 137.5358384793031, 133.311801146087, 129.8842298516891, 126.19520462341778, 123.15116940052786, 119.8465999088481, 116.75188077655167, 113.85087752022011, 111.46049685782137]",True
NGC3877,780.2342031731406,60.018015628703125,13,11.35,171.0,24.684494285124593,45.318999331950806,0.42873983746650324,0.7,1.3737815967183533,309.31872072145825,False,"[83.1189993319508, 88.1634041419447, 105.96373928228701, 116.90894992552784, 125.28004092052316, 132.6120575734174, 138.77772571208314, 142.99066646718063, 145.6311489948783, 147.57910998798937, 148.99466399530888, 149.95475581043542, 150.78380711103034]","[84.3563431015736, 89.16073725580229, 106.99261334261463, 117.39113886986053, 124.93183867490117, 131.269649595208, 136.1996383269739, 138.58240493850784, 138.67177414974063, 137.51328510213258, 135.23063438224042, 132.0366787649541, 128.4227597232321]",True
UGC00191,49.82485929357637,5.536095477064041,9,9.98,83.85,4.8441503263363686,10.111900680516861,0.9756157397563663,0.7,1.3019214831720687,134.56159607260122,False,"[40.01190068051686, 38.55854929203164, 46.0775899230811, 51.01950489728658, 54.78874676296908, 62.59743695570488, 76.73277940453264, 80.50539370905865, 81.35557234659211]","[37.649216405363234, 29.99856947789257, 38.10893444139665, 42.24951670146254, 44.735931788022626, 48.60795970322794, 47.075356581681156, 40.8834629342455, 35.408070273493124]",True
NGC3741,1082.957026776572,51.56938222745581,21,7.0,51.6,14.362365017984443,25.151376003258466,1.0,0.7,1.3682222222222196,100.0,False,"[19.011438757982067, 22.356560476504594, 25.016085196382033, 26.14255074242999, 26.706026050785034, 26.910448015452083, 26.991870520139376, 27.014056541685854, 27.119238190258567, 27.08042576046541, 27.03963101412976, 27.000833999013928, 26.925360562630402, 26.852149189050568, 26.781816699164402, 26.718519179769686, 26.65770809400188, 26.600453581964885, 26.547520892835646, 26.4962809273368, 26.448623996741535]","[14.023378377386786, 12.814355383073886, 12.909649002282828, 12.04898128017588, 11.097341820975117, 10.23484533703689, 9.47168658377339, 8.859116566279228, 8.33982120150761, 7.894859976539858, 7.494564061823833, 7.159567007350309, 6.598202979315105, 6.135007571966516, 5.744476204735825, 5.428473786049088, 5.1508093186648285, 4.9091699794728445, 4.700726819436225, 4.511203114774061, 4.344787709284032]",True
NGC0247,95.81589283757681,3.6852266475991082,26,14.54,108.0,4.894221213753328,9.758991217653517,0.7122957770339475,0.7,1.2941697663829133,223.87543665439725,False,"[44.35899121765352, 46.27394919507815, 55.666491775991986, 62.34847864557237, 67.39350803985484, 71.86275888216268, 75.6174613307793, 78.88064667841853, 81.679629905341, 84.18384393912133, 86.39007694267234, 88.31032435815348, 90.05972696656167, 91.64257931320849, 93.12085694052315, 94.37838671447838, 95.53758656942038, 96.52226348782331, 97.35801645442152, 98.09453403377884, 98.73315084497132, 99.29365073219596, 99.77239741245224, 100.21200179042089, 100.56669768327646, 100.88526848307187]","[35.868715898964396, 30.596824352888337, 38.80267728273565, 43.43004427599032, 46.3150630784663, 48.445098614585014, 49.91773393883781, 50.944446507564535, 51.60286427980579, 51.99236574321709, 52.1590159692535, 52.15654738371406, 52.03220215319645, 51.83043976033506, 51.58225171162272, 51.28034724534688, 50.858223183125055, 50.35958349073281, 49.806779035564354, 49.1969665009021, 48.55724073020059, 47.90540915221087, 47.25532809663557, 46.54524909821774, 45.887804481844846, 45.245421148422345]",True
F563-1,1180.4370992686595,69.4374764275682,17,20.1,112.5,24.402864358209566,32.71936067882935,1.0,0.7,1.3682222222222196,100.0,False,"[40.917599682398745, 44.95662149190499, 53.2138124396486, 56.82873323817904, 57.25413160371634, 58.14212606989473, 71.8676222483276, 74.86481517322285, 75.7667390042227, 76.52609977753444, 76.73977115644877, 78.18512712305314, 79.28063932117065, 79.47394489386129, 80.09504521279919, 80.08173307515526, 79.9757925443929]","[30.09803607584182, 26.846837981242913, 31.809346647290358, 33.027259528976714, 33.10116581647453, 33.25371551585625, 33.333816019954114, 32.31175659513464, 31.774772019909317, 31.300904182249578, 31.16006416906477, 29.70630455868622, 27.405199355246598, 26.719243813241214, 24.89617184829181, 24.164236988316468, 23.443934131155903]",True
F574-2,743.0528970240689,148.6105794048138,5,10.83,40.0,24.381187781140916,26.500527355181298,0.3,0.7,1.3280555555555558,328.33333333333337,False,"[39.1005273551813, 46.28508785057647, 54.810792863518174, 59.94735557036277, 63.20963249288344]","[17.59959309982822, 17.212953494969067, 19.654366567763457, 20.31093344302219, 20.133996046955787]",True
UGC06399,94.24448131572427,10.471609035080474,9,7.85,87.6,6.7934668004137,16.76996232356407,0.9343384818123812,0.7,1.3072880314224058,183.71160327034772,False,"[41.56996232356407, 51.514303572221884, 62.17648057715188, 69.42327015030895, 74.2699051420641, 77.53707885184905, 79.82486668092389, 81.48097485406946, 82.2513672703345]","[35.251979729639025, 37.265567734942984, 44.125587312277794, 46.9619313784782, 47.46313597572744, 46.608815193113635, 45.205281936526184, 43.62964048679335, 41.54106167281445]",True
UGC11820,133.18341578092694,13.318341578092694,10,15.82,84.45,8.119097568940212,14.192583805587603,1.0,0.7,1.3682222222222196,100.0,False,"[24.291480892002678, 28.390531018178095, 34.7053655984033, 39.22945721092676, 43.2685485077762, 66.11274772784328, 69.05083934138986, 70.23386347875827, 70.28151203296486, 70.2574161944124]","[21.889236944998657, 23.02907325705104, 29.340224747225573, 32.929617347945985, 35.336727691840444, 32.68879225114455, 28.518330921602352, 25.35641592049202, 22.605203498017453, 20.393535562956018]",True
F568-3,473.658395411827,26.314355300657056,18,17.98,120.0,11.895672810605392,20.574716912137838,0.6011484885531114,0.7,1.2676649870620191,268.86537618453804,False,"[32.974716912137836, 40.52597517239669, 51.01381864882056, 54.01925059575991, 62.10624738075074, 64.12004845212641, 69.21886754725843, 72.84963703823146, 75.12143779651602, 77.77011496777106, 78.938057985863, 82.73012208525887, 90.58201677151685, 92.70148659789064, 95.51893934271502, 97.7309851491295, 99.30740460860015, 100.55471258418609]","[25.56137631408563, 27.60743670837792, 35.63249218230074, 37.589030435320595, 42.22156389044222, 43.238554003120974, 45.45914007473783, 46.65968375010236, 47.13107229613837, 47.505823054004864, 47.67989923073657, 48.005792711969114, 46.98140514093412, 46.28315049304491, 44.90209489591828, 43.17363514848963, 41.60151073267266, 39.99693007090708]",True
UGC07524,167.77999570685859,5.412257926027697,31,10.69,83.8,4.809107956240762,9.189733978219202,0.6574339709673251,0.7,1.2584186675941438,242.71093104280078,False,"[23.55605337694651, 30.233198812550246, 37.109307773377395, 42.0897339782192, 46.15553822237379, 49.735927329623834, 52.73674454339166, 55.45433403552637, 57.73496547240331, 59.706699525474946, 61.41637624308197, 63.086118200064796, 64.55214370137625, 65.87880444478144, 67.17338314515521, 68.30565031766665, 69.32671927461982, 70.27913746136979, 71.22857213455238, 72.09727129407409, 72.96668426919886, 73.72240655737401, 74.491863997964, 75.1388082836357, 75.77805279663441, 76.31727154317933, 76.78205556604065, 77.22544057416069, 77.58133088774424, 77.931147346176, 78.07561226009028]","[17.475158439963554, 19.938525524662754, 24.62160571558861, 27.19448945823967, 29.136948771137412, 30.68249477538658, 31.817841456606043, 32.72396630301406, 33.320677056077656, 33.620662440460706, 33.798702488798256, 33.996347750039796, 34.105146717955115, 34.14095607457907, 34.178052335118686, 34.144622970729806, 34.01931904926645, 33.913233392732025, 33.82355668507465, 33.72655791498466, 33.616832617227665, 33.511292968781156, 33.378602572467074, 33.23185442830277, 33.040807102470296, 32.82947307946368, 32.59660086753844, 32.31311563743665, 32.03293132979356, 31.719014534676493, 31.289428888776666]",True
UGC02259,238.45992295774235,29.807490369717794,8,8.14,90.0,12.952422111507452,16.518279575446414,1.0,0.7,1.3682222222222196,100.0,False,"[44.61975500962369, 54.58172042455358, 64.68862760566994, 70.2828544399652, 73.4228055311983, 75.38000283571486, 76.5715230126808, 77.02051210626611]","[37.49361739256009, 38.37718677244954, 43.654281659768515, 43.79152650642099, 41.978536763353205, 39.821928092492215, 37.6315538736572, 35.33182823507619]",True
UGC05721,2396.223610803739,104.18363525233649,23,6.74,82.6,22.567863294305983,67.45259730970146,1.0,0.7,1.3682222222222196,100.0,False,"[83.95259730970146, 47.149382886752235, 54.345091633319655, 56.388759043261736, 56.50294266342685, 56.40506176905702, 56.54841874236494, 56.71644559258888, 56.94732669627218, 57.28983059818588, 57.67528337534838, 58.06965258642676, 58.44193828859849, 59.1589938395705, 59.70341333610834, 60.01636066628493, 60.19904831003229, 60.3142935183802, 60.37655290199599, 60.40518283082997, 60.408311729635486, 60.39455286634795, 60.36685676183486]","[83.98922733075462, 47.83255800384927, 55.234197068730744, 57.222633629162154, 56.77201887867299, 55.51481354730306, 53.996711333694606, 52.038569174965374, 49.84560519155302, 47.70700114195776, 45.687910115534415, 43.83699464397274, 42.14745023961084, 38.74629668402878, 35.576610343362105, 33.079326770469066, 31.127610144725995, 29.388730172197622, 27.92424497950681, 26.618097597245583, 25.396102178798063, 24.44539916558291, 23.509337221843285]",True
UGC05716,354.53693291380773,29.54474440948398,12,12.37,74.7,11.807974107944219,17.45294526262125,1.0,0.7,1.3682222222222196,100.0,False,"[39.40774709145873, 45.9913150962467, 52.07736225978216, 55.072415171323065, 56.64650503164605, 57.330611740946125, 57.51383419196795, 57.53124361344425, 57.711558335717605, 57.558158372221435, 57.396501447473334, 57.247054737378754]","[28.294628381198375, 25.72078998521601, 26.584572277524416, 25.372907578090434, 23.79663718437912, 22.092534750585678, 20.496914811623547, 19.128470469061, 17.96648134065267, 16.930310628133267, 16.033555254619625, 15.312033199208392]",True
UGC07151,65.33190506432904,5.939264096757185,11,5.5,76.2,4.881990353531739,14.00071211748838,0.6557494724412425,0.7,1.2639761890016326,239.4494500399413,False,"[38.20071211748838, 45.386731954771065, 54.50887187196583, 59.758541890258556, 63.190645870875144, 66.04561610165457, 68.2328907460972, 70.19300365657931, 71.96281838614107, 73.54451168264767, 74.63709030927188]","[36.99687269757478, 39.19641525227493, 46.15849223244919, 47.74894035748861, 47.2252010762548, 46.3044180819141, 45.20582401276413, 44.154044774641434, 43.40238146979808, 42.55123413430455, 41.516038714371284]",True
UGC04483,37.35350969043351,4.669188711304189,8,1.21,24.3,4.3216611210525,9.583471048391257,0.49470773592572276,0.7,1.357719994321556,298.3134808066843,False,"[14.693471048391258, 14.984715324601991, 17.83959351025097, 19.184194780129705, 19.858973844396868, 20.2018732298337, 20.372372817775226, 20.51684675344771]","[13.987493967232671, 7.944683600503694, 8.60223563152317, 8.226975893175666, 7.73059310068749, 7.2082112781177194, 6.725591877530923, 6.288397120033822]",True
NGC1003,329.4762411706799,9.152117810296664,36,30.24,115.0,8.450289566783255,20.251023050552902,0.8105729101647681,0.7,1.2942761938660303,193.58030621282538,False,"[67.2510230505529, 67.36989804475202, 79.0234578850432, 85.9826816784597, 90.8144698652566, 93.98533255845604, 96.01679332977875, 97.47562949905704, 98.59671707132378, 99.41158141898045, 99.98106201722234, 100.33330005210142, 100.5845238216255, 100.72658039277785, 100.81769429284988, 100.856308164882, 100.85761696809672, 100.83071706796557, 100.78771171068425, 100.72201273123909, 100.6515177250187, 100.56179212080481, 100.46218037830492, 100.36874430480299, 100.25833503117411, 100.15711515876048, 100.03955260246458, 99.91926185333786, 99.8109836249545, 99.68702805425555, 99.57620104604953, 99.90057056858356, 99.7602366169494, 99.60575490192102, 99.45333628476574, 99.32008781740028]","[67.11109620803552, 59.733448894599015, 69.66209269753065, 72.83420807440368, 73.11709941854791, 71.22142643203254, 68.1715866101321, 65.07449933867477, 62.13380277803353, 59.38199963368358, 56.78512831563854, 54.48337191035844, 52.198781331263056, 50.355902262726325, 48.45144262279907, 46.716769756300124, 45.30628632585916, 43.8367157294891, 42.63376575060855, 41.372004223869936, 40.3196427059397, 39.22340588932006, 38.199919230541255, 37.34969008520114, 36.44555544863684, 35.69070640995375, 34.884303387022975, 34.122792433333224, 33.48301405850227, 32.795560860889914, 32.216029700948674, 31.591334254597555, 31.05642222045827, 30.485776554021605, 29.940569822484516, 29.47777587146234]",True
UGC03546,1206.971355291024,40.2323785097008,30,29.23,262.0,39.51080238781308,98.43477429030233,0.3,0.9,1.25,599.921135880473,True,"[259.83605557590215, 151.56522570969767, 181.4869459835916, 194.31132665623912, 200.69896510184924, 204.53323666663314, 207.64356009780295, 212.7333648717187, 214.9456023326481, 216.89998487710054, 218.58863980286517, 221.50436293796167, 221.8268037024049, 222.41689669946226, 222.9411231850801, 221.98170079383155, 222.4998033904171, 224.03097653726718, 225.9860663840269, 228.08964221558145, 230.3587228587335, 232.92957475344062, 235.8869202833934, 238.75409400102902, 241.6875376876848, 244.72592135464203, 248.05857017526026, 252.68149128418074, 257.5938029092227, 267.390557431925]","[259.89911235146127, 151.9538207849812, 181.83114610400375, 194.6922459560337, 201.14279261050748, 205.0523088189847, 208.24229729131096, 213.49334919663482, 215.79212456586643, 217.83526904856276, 219.61513084118874, 222.77923989525547, 223.14608998103077, 223.83947326684873, 225.14119418097994, 225.00484366815252, 226.03698974403542, 227.72078128348815, 229.47664158025958, 231.02234374139968, 232.43976844154145, 233.90648816304733, 235.43715583619604, 236.78115445013148, 238.05129962467936, 239.29522591400348, 240.60016559618762, 242.3442314591667, 244.13653343361509, 247.51173761529182]",True
NGC0055,159.05179824872755,7.573895154701312,21,13.5,87.4,5.839128727173892,15.46095625762609,0.5946182204135256,0.7,1.2694517208771265,271.85510171004023,False,"[44.16095625762609, 45.03633451368162, 53.3521365844857, 58.78859958178303, 62.723176855399146, 65.84123648960467, 68.38370865077479, 70.5683548295765, 72.5367255623604, 74.32715132887881, 76.05388648899326, 77.6380736327259, 79.07269513690264, 80.39048219379029, 81.57275927502643, 82.65337753652813, 83.6569369765126, 84.55844780800102, 85.39517212086582, 86.1467133974692, 86.47547033243598]","[32.762689480327055, 26.398185207883575, 32.24369005531315, 34.91773885190401, 36.069861647329866, 36.51956151036997, 36.645322884896856, 36.61298182780172, 36.51311338671398, 36.42882700888549, 36.38708878211153, 36.343566456914346, 36.2483891433838, 36.10297262126423, 35.92798836232803, 35.726315651167475, 35.497505222650965, 35.2513726795239, 34.98300017081893, 34.70367536891989, 34.11793489555126]",True
NGC1090,1209.399262029122,50.39163591788008,24,30.09,176.0,26.623259120343967,43.15495845858039,0.3174963130674002,0.7,1.3635464618709712,329.29531295516813,False,"[64.05495845858039, 84.58411957770825, 95.14256203098383, 111.94209403924734, 118.34704627141845, 124.27453747905565, 129.51398026711556, 131.93251294917917, 134.9834958692965, 137.07721170306147, 141.2487337174411, 142.9508535541562, 144.08468279034102, 144.8164857577269, 145.353381112761, 145.79526445167332, 146.08760980226003, 146.29734049018808, 146.44206684055476, 146.50742335334405, 146.521353796627, 146.4899465510442, 146.42595480342246, 146.3247520735894]","[64.7001768532965, 85.96112659454323, 96.68614246265032, 110.93064599029192, 113.18700451111664, 113.22787453099923, 111.6688043281273, 109.59163179206408, 106.81880013091497, 104.95583684838228, 99.5137606189542, 95.85353074681981, 92.36059638951646, 89.20689119636498, 86.23870968136855, 83.20211567212075, 80.60937354741677, 78.19373499904901, 75.75473943483378, 73.64151408919817, 71.655824376634, 69.64015402780613, 67.88979884602593, 66.229212503462]",True
UGC06973,182.60765004426418,20.28973889380713,9,7.85,180.0,23.275839057743003,49.08753456399239,0.4075344986575436,0.3,1.39999999999996,539.6058252109194,True,"[219.0875345639924, 146.81090201283027, 154.69152098553212, 155.9673890155998, 157.18916251787928, 158.8384976170914, 159.9479145049821, 161.20428228073496, 162.61307344653787]","[219.70138977290773, 148.93320028435753, 157.1915200408202, 158.47907464598606, 159.1831018804835, 159.79187651549208, 160.1396573147195, 160.55092054759382, 161.03953276301723]",True
F574-1,138.58361364982076,9.898829546415769,14,12.6,99.7,6.620228894106165,18.198080318562102,0.7746510037152037,0.7,1.2996408043799135,203.5658569945465,False,"[33.4980803185621, 52.256168308013066, 63.96038898807918, 71.07949313697192, 76.65241996625944, 81.44655875410753, 85.37046713616111, 88.5875669691595, 91.23252491484503, 93.41716789122091, 95.37221343642337, 97.07412325462161, 98.62017970190445, 99.60096398002764]","[30.756323618010644, 43.7271924058237, 50.33035614905297, 51.650401171795295, 52.22999312850307, 52.60601426031148, 52.60397548798989, 52.24545260504227, 51.63012849041257, 50.87768892617662, 50.111386124687456, 49.41045705380603, 48.53240220286113, 47.73972555912921]",True
NGC3769,103.188561224725,8.599046768727083,12,37.16,126.0,9.390898735609616,18.280355749533612,0.729581912693692,0.7,1.2954159654403954,218.6430524011344,False,"[105.78035574953361, 98.26779351523545, 106.29107367878325, 110.02976753685103, 112.4372709006764, 114.0652400193323, 115.24205488125659, 116.02756033611038, 116.4316027392026, 115.58186608785032, 115.15335517493023, 115.24319125919916]","[107.51807518274259, 94.04135018808417, 93.75180370175389, 86.38885620640059, 78.67893457823986, 72.16131332562578, 66.64795086805289, 61.18464798029559, 56.08377961340559, 39.37574936356661, 37.40503383118452, 35.80173845450115]",True
